,newinfections,hospitalized,recovered,deceased
14333,1592,92,97108,1314
14354,827,92,97541,1318
14375,2226,94,98128,1319
14396,1359,96,98790,1320
14417,1135,97,99176,1322
14438,3041,94,99838,1324
14459,2310,90,100287,1324
14480,2651,90,100292,1325
14501,2469,98,101322,1327
14522,2700,106,102346,1327
14543,1762,108,103633,1329
14564,1347,111,104875,1331
14585,4229,119,105760,1335
14606,3017,127,108062,1335
14627,2989,120,110948,1336
14648,2887,124,113724,1337
14669,2811,121,116487,1338
14690,1761,124,118745,1340
14711,1225,125,119664,1342
14732,3774,132,123341,1343
14753,2573,120,125743,1344
14774,2360,115,128625,1345
14795,2277,120,131742,1349
14816,2017,115,134893,1353
14837,1199,121,137102,1357
14858,958,139,138596,1357
14879,2698,131,142435,1358
14900,1580,130,144707,1359
14921,1486,124,146728,1359
14942,1628,127,149798,1360
14963,1304,128,152237,1363
14984,870,140,154348,1365
15005,600,150,155602,1367
15026,1703,144,158638,1371
15047,1007,142,160105,1374
15068,989,123,161735,1376
15089,1031,122,163870,1380
15110,804,113,165469,1383
15131,558,121,166790,1385
15152,441,113,167716,1386
15173,1277,107,169514,1389
15194,741,96,170727,1391
15215,812,95,171749,1392
15236,820,91,172965,1396
15257,609,75,174124,1399
15278,450,89,174948,1402
15299,328,89,175538,1402
15320,986,83,176784,1406
15341,603,90,177466,1410
15362,581,88,178288,1411
15383,477,79,179257,1411
15404,559,75,180078,1413
15425,305,73,180784,1413
15446,194,73,181214,1413
15467,614,73,182182,1413
15488,377,72,182755,1413
15509,526,67,183355,1413
15530,461,63,184102,1413
15551,485,69,184580,1413
15572,366,69,185201,1414
15593,258,68,185496,1416
15614,1123,64,186174,1418
15635,565,65,186573,1420
15656,601,60,186913,1422
15677,661,59,187462,1424
15698,523,61,187925,1427
15719,371,54,188348,1428
15740,305,53,188633,1428
15761,1115,63,189489,1429
15782,652,57,189982,1430
15803,648,53,190525,1430
15824,704,57,191231,1432
15845,605,52,191779,1432
15866,332,53,192258,1433
15887,305,66,192591,1434
15908,1201,77,193174,1436
15929,686,73,193670,1438
15950,742,65,194218,1439
15971,737,72,195006,1440
15992,606,61,195663,1441
16013,414,63,196162,1442
16034,291,78,196485,1443
16055,1061,71,197443,1445
16076,591,72,189858,1448
16097,617,74,190459,1448
16118,573,71,190479,1448
16139,493,64,191235,1450
16160,357,64,191948,1451
16181,242,65,192526,1452
16202,847,54,192874,1452
16223,512,50,193856,1453
16244,514,49,194428,1453
16265,552,49,195024,1453
16286,443,44,195736,1453
16307,259,45,196337,1453
16328,145,50,196799,1453
16349,826,52,197055,1456
16370,432,47,197895,1459
16391,492,41,198368,1456
16412,457,40,198857,1456
16433,450,35,199469,1457
16454,292,35,200020,1457
16475,180,34,200477,1458
16496,202,36,200719,1458
16517,766,37,201038,1458
16538,671,41,201857,1458
16559,419,39,202231,1459
16580,353,34,202692,1460
16601,247,35,203184,1460
16622,168,35,203589,1460
16643,203,43,203791,1461
16664,673,48,204026,1462
