,newinfections,hospitalized,recovered,deceased
5191,1212,1118,27671,4593
5212,1545,1177,27724,4601
5233,1763,1276,27764,4612
5254,2046,1348,27997,4631
5275,1758,1399,28033,4647
5296,1652,1520,28093,4664
5317,1912,1617,28123,4687
5338,1758,1715,28241,4699
5359,2180,1765,28403,4712
5380,1953,1850,28559,4752
5401,2009,1911,28619,4781
5422,2360,2030,28740,4816
5443,2025,2143,28978,4824
5464,2430,2235,29230,4845
5485,2428,2294,29516,4876
5506,2402,2322,29735,4925
5527,2384,2389,29947,4965
5548,2637,2474,30129,5008
5569,2822,2531,30275,5044
5590,2547,2640,30570,5067
5611,2219,2698,30902,5115
5632,2371,2693,31167,5168
5653,2160,2733,31587,5218
5674,2533,2778,32145,5265
5695,2723,2835,32672,5312
5716,2665,2915,33105,5350
5737,2347,2986,33309,5384
5758,2501,2966,33788,5439
5779,2130,3012,34681,5493
5800,2157,2937,37835,5548
5821,2165,2923,41116,5614
5842,2172,2918,43717,5684
5863,1850,2913,45089,5714
5884,2041,3004,45586,5753
5905,1471,2976,46894,5805
5926,1569,2939,48931,5874
5947,1766,2913,51674,5959
5968,2143,2965,53931,6022
5989,1964,2950,56270,6074
6010,1788,2977,59432,6162
6031,1891,3044,59951,6219
6052,1624,3015,64480,6268
6073,1079,3090,66191,6314
6094,1453,3074,68697,6386
6115,1211,3043,70508,6447
6136,1807,3035,72315,6529
6157,1940,3039,73421,6572
6178,1574,3053,74694,6645
6199,1238,3011,76205,6719
6220,1238,2985,79151,6797
6241,1667,3007,81008,6875
6262,1745,2971,82928,6950
6283,1641,3025,85872,7023
6304,1751,3053,87594,7083
6325,1594,3117,88011,7120
6346,1162,3101,91411,7188
6367,1129,3010,94188,7259
6388,1692,2919,96529,7335
6409,2127,2917,96910,7400
6430,1756,2844,100333,7424
6451,1283,2819,100659,7493
6472,750,2862,101255,7524
6493,894,2819,103543,7614
6514,1427,2871,105656,7683
6535,2116,2862,106428,7738
6556,2629,2874,109546,7808
6577,2035,2878,109818,7846
6598,1818,2891,113473,7887
6619,1600,2919,115260,7941
6640,1506,2928,115907,8005
6661,1576,2901,116526,8066
6682,2228,2941,119874,8130
6703,2026,2936,121855,8210
6724,1790,2919,122054,8279
6745,2193,2942,122647,8337
6766,1942,2979,122963,8403
6787,1563,2967,125749,8454
6808,1178,2908,129073,8520
6829,1515,2843,132548,8590
6850,1794,2742,134711,8657
6871,1674,2739,136567,8705
6892,1437,2763,138411,8746
6913,1153,2802,140114,8797
6934,1034,2752,142061,8872
6955,1090,2720,143747,8935
6976,1320,2674,145533,9008
6997,1347,2622,147663,9051
7018,1310,2607,149419,9084
7039,1208,2602,149966,9119
7060,1164,2644,151122,9195
7081,993,2513,154178,9270
7102,923,2491,156088,9307
7123,1265,2451,157852,9363
7144,1320,2381,159293,9427
7165,1314,2327,161564,9454
7186,1277,2318,162307,9476
7207,1051,2388,163585,9510
7228,879,2374,165682,9581
7249,1047,2316,167556,9656
7270,1192,2234,169281,9714
7291,1364,2172,171260,9768
7312,1383,2139,173085,9812
7333,1382,2131,173828,9837
7354,1273,2185,175556,9869
7375,977,2153,176359,9914
7396,930,2120,178414,9951
7417,1345,2081,180721,10022
7438,1538,2061,182876,10049
7459,1488,2060,185756,10085
7480,1323,2082,187688,10126
7501,1391,2144,189406,10147
7522,968,2150,190855,10182
7543,1025,2078,193610,10213
7564,1565,2071,195486,10235
7585,1821,2085,197244,10281
7606,1724,2075,198733,10304
7627,1852,2123,199647,10345
7648,1847,2211,200972,10368
7669,1588,2239,202311,10393
7690,1427,2226,203642,10426
7711,2090,2261,204763,10459
7732,2575,2303,205768,10489
7753,2542,2392,206815,10521
7774,2610,2482,207381,10543
7795,2597,2611,208350,10566
7816,2040,2715,208757,10610
7837,2456,2779,210282,10650
7858,2545,2859,211352,10675
7879,3246,2929,212341,10721
7900,3232,3028,213413,10746
7921,3056,3096,213934,10777
7942,2987,3246,214771,10827
7963,2429,3351,215754,10871
7984,2155,3427,216774,10914
8005,2845,3506,218332,10959
8026,3477,3547,219789,10994
8047,2950,3608,220812,11025
8068,3023,3685,221695,11076
8089,2822,3837,222718,11137
8110,2184,3894,224138,11184
8131,2026,3923,225473,11236
8152,2531,3936,227087,11301
8173,3188,3935,227858,11343
8194,2560,3920,229697,11390
8215,2448,3962,231079,11424
8236,2118,4092,232841,11468
8257,1578,4054,235512,11524
8278,1725,4011,238912,11569
8299,2070,3959,240932,11627
8320,2391,3914,243244,11673
8341,2269,3867,245274,11706
8362,2137,3843,246682,11737
8383,2011,3938,247487,11792
8404,1187,3878,249404,11859
8425,1490,3817,251468,11917
8446,1809,3718,253277,11984
8467,1830,3670,254151,12040
8488,1789,3547,256660,12078
8509,1700,3477,258614,12113
8530,1493,3515,260051,12151
8551,791,3573,262117,12189
8572,576,3516,264532,12246
8593,1075,3403,265694,12271
8614,1488,3260,267780,12307
8635,1525,3139,270050,12340
8656,1170,3041,271983,12380
8677,1151,3088,273287,12411
8698,785,2985,275503,12452
8719,859,2907,276162,12482
8740,1150,2776,277120,12515
8761,1275,2678,279482,12557
8782,1076,2591,280953,12587
8803,1104,2523,281836,12608
8824,877,2552,283279,12640
8845,740,2462,286311,12667
8866,760,2403,289471,12690
8887,1010,2311,292461,12718
8908,1104,2224,295521,12731
8929,984,2138,298618,12761
8950,1001,2107,301517,12784
8971,936,2129,304391,12801
8992,723,2079,305809,12820
9013,642,2040,308683,12843
9034,979,1998,311535,12859
9055,1206,1958,312018,12876
9076,941,1856,315967,12893
9097,950,1888,316468,12906
9118,641,1906,316859,12916
9139,488,1833,320194,12940
9160,561,1759,320778,12957
9181,824,1670,321141,12976
9202,871,1611,321870,12992
9223,875,1554,324679,13007
9244,650,1522,329654,13010
9265,471,1544,332088,13019
9286,456,1480,335032,13031
9307,509,1417,337875,13038
9328,618,1362,338195,13056
9349,551,1296,338648,13067
9370,530,1217,341330,13081
9391,452,1199,343060,13088
9412,342,1218,343813,13097
9433,331,1152,344858,13107
9454,328,1082,345439,13116
9475,464,1024,346200,13122
9496,412,978,347102,13129
9517,340,917,349298,13140
9538,299,888,349845,13146
9559,315,886,350713,13153
9580,161,846,351559,13163
9601,224,798,352065,13167
9622,263,733,352498,13170
9643,258,669,353718,13174
9664,224,636,354260,13180
9685,190,620,354748,13183
9706,188,630,355420,13186
9727,107,618,356379,13189
9748,152,579,357105,13190
9769,232,561,357984,13193
9790,150,526,359102,13198
9811,134,491,359726,13208
9832,172,482,360157,13209
9853,155,476,360799,13212
9874,99,456,360892,13219
9895,107,429,361632,13221
9916,145,398,362876,13225
9937,139,382,363523,13230
9958,105,351,363818,13230
9979,123,350,364106,13233
10000,137,353,364569,13234
10021,48,335,365384,13236
10042,73,320,366031,13239
10063,89,303,366551,13239
10084,71,286,366860,13245
10105,93,272,367185,13245
10126,73,261,367429,13246
10147,81,260,367852,13248
10168,44,244,368236,13250
10189,55,235,368752,13250
10210,72,226,369062,13251
10231,57,217,369334,13256
10252,65,212,369543,13256
10273,61,213,369715,13257
10294,64,219,370027,13258
10315,36,221,370254,13261
10336,36,211,370615,13262
10357,61,203,370769,13262
10378,46,197,370963,13264
10399,65,183,371061,13264
10420,52,183,371191,13264
10441,58,185,371353,13264
10462,51,183,371573,13264
10483,62,178,371748,13264
10504,94,174,371857,13266
10525,99,170,371950,13266
10546,96,166,372022,13268
10567,93,163,372102,13268
10588,118,165,372251,13268
10609,76,157,372408,13268
10630,117,158,372458,13268
10651,167,154,372548,13268
10672,200,163,372646,13268
10693,207,159,372723,13268
10714,266,154,372771,13268
10735,219,156,372839,13268
10756,185,152,372918,13269
10777,324,154,372984,13270
10798,447,151,373133,13272
10819,474,153,373211,13272
10840,468,159,373276,13272
10861,565,159,373316,13273
10882,469,169,373377,13277
10903,299,171,373611,13279
