,newinfections,hospitalized,recovered,deceased
5707,1838,1810,14489,1141
5728,1258,1838,14781,1186
5749,1249,1847,15238,1227
5770,1306,1844,16210,1275
5791,1317,1824,17359,1322
5812,1768,1798,18890,1371
5833,1566,1789,19834,1418
5854,1189,1766,20181,1461
5875,1024,1763,20558,1506
5896,1138,1773,21507,1555
5917,1399,1737,22766,1589
5938,1483,1714,25221,1616
5959,1294,1686,26432,1650
5980,1365,1647,28188,1689
6001,1240,1615,29204,1723
6022,1022,1580,29984,1759
6043,918,1592,30368,1793
6064,1148,1573,32171,1829
6085,753,1572,33798,1863
6106,1059,1539,36503,1895
6127,999,1477,38033,1923
6148,1016,1439,39675,1946
6169,808,1424,40504,1967
6190,914,1426,41264,1999
6211,1087,1410,42192,2030
6232,1065,1371,44021,2059
6253,872,1310,45353,2087
6274,731,1273,46885,2109
6295,878,1245,47763,2131
6316,792,1254,48491,2155
6337,669,1267,49114,2181
6358,894,1235,50397,2203
6379,932,1204,51197,2213
6400,853,1181,52258,2239
6421,720,1169,53109,2256
6442,337,1184,53361,2283
6463,682,1201,54151,2298
6484,650,1239,54694,2326
6505,995,1262,55500,2352
6526,1084,1251,56577,2381
6547,1299,1240,57364,2412
6568,1122,1249,57979,2440
6589,734,1276,58082,2468
6610,1047,1321,58462,2494
6631,1391,1367,58832,2528
6652,1576,1388,59524,2564
6673,1692,1384,60874,2593
6694,1435,1424,61307,2629
6715,1842,1446,62147,2664
6736,1839,1461,63229,2695
6757,1733,1473,63821,2728
6778,1587,1506,64058,2765
6799,1913,1551,64712,2805
6820,1969,1579,66006,2841
6841,1867,1602,67649,2877
6862,1945,1613,69375,2916
6883,1954,1618,70884,2954
6904,1439,1630,71315,2989
6925,1278,1649,72095,3027
6946,1641,1667,73057,3064
6967,1486,1674,75326,3101
6988,1230,1657,76337,3129
7009,1355,1663,77269,3161
7030,1158,1667,78056,3194
7051,875,1658,78872,3226
7072,885,1666,79376,3260
7093,970,1664,80832,3296
7114,996,1653,82239,3334
7135,994,1620,84050,3371
7156,944,1584,86866,3408
7177,846,1553,89076,3443
7198,716,1529,90336,3478
7219,766,1540,91159,3508
7240,984,1529,92695,3545
7261,886,1510,94038,3579
7282,789,1473,95271,3603
7303,616,1426,96956,3634
7324,836,1405,98057,3657
7345,574,1376,98863,3682
7366,478,1373,99396,3704
7387,744,1337,100527,3728
7408,695,1278,102127,3757
7429,760,1236,103793,3783
7450,491,1224,105611,3804
7471,543,1211,106471,3824
7492,479,1195,107030,3848
7513,332,1200,107658,3869
7534,625,1163,108330,3891
7555,484,1115,109615,3915
7576,480,1075,110720,3941
7597,440,1034,112573,3963
7618,474,1007,114692,3981
7639,411,989,115811,3999
7660,412,985,116017,4018
7681,452,953,117158,4039
7702,542,946,118646,4060
7723,613,930,119908,4075
7744,578,908,120894,4096
7765,518,868,122217,4117
7786,453,858,122438,4138
7807,478,858,122699,4156
7828,566,849,123703,4170
7849,539,813,124825,4187
7870,560,794,125955,4201
7891,519,790,128329,4213
7912,592,783,131862,4223
7933,576,780,135433,4235
7954,515,789,137250,4254
7975,595,777,139024,4272
7996,695,775,140225,4287
8017,672,771,141038,4305
8038,679,772,141430,4318
8059,650,783,141993,4331
8080,613,791,142140,4344
8101,523,825,142216,4358
8122,598,838,142781,4371
8143,782,850,143362,4383
8164,789,848,143641,4397
8185,859,847,144162,4412
8206,782,853,144985,4422
8227,699,876,145217,4430
8248,666,906,145436,4451
8269,751,935,146296,4471
8290,765,931,147141,4493
8311,895,931,148409,4513
8332,892,920,148870,4535
8353,890,940,149728,4558
8374,953,973,150068,4583
8395,799,1009,150426,4607
8416,0,1009,150426,4607
8437,1673,1031,150806,4628
8458,1282,1039,150888,4647
8479,1222,1048,150954,4662
8500,1014,1054,151040,4676
8521,1015,1127,151107,4697
8542,909,1183,151143,4717
8563,783,1242,151166,4730
8584,998,1282,151254,4746
8605,1287,1283,151349,4757
8626,1505,1317,157371,5015
8647,1229,1316,158147,5029
8668,1120,1319,158478,5038
8689,1110,1365,158830,5058
8710,1384,1390,159242,5068
8731,1542,1415,161290,5101
8752,1450,1402,162092,5107
8773,1370,1399,163340,5128
8794,1301,1405,164015,5152
8815,875,1399,164599,5162
8836,1123,1438,165148,5172
8857,1148,1435,167683,5208
8878,1288,1456,168672,5218
8899,1412,1422,169621,5241
8920,930,1409,170871,5265
8941,1095,1413,172018,5286
8962,1061,1415,172774,5292
8983,1069,1428,173249,5305
9004,940,1422,174162,5338
9025,980,1394,175825,5368
9046,1061,1369,176991,5391
9067,861,1337,178181,5410
9088,1000,1303,179294,5420
9109,772,1311,180055,5423
9130,734,1338,180595,5443
9151,902,1312,181604,5468
9172,782,1273,182656,5492
9193,1202,1212,184485,5516
9214,603,1163,185625,5527
9235,851,1135,187157,5546
9256,494,1110,188122,5560
9277,589,1119,188620,5566
9298,894,1092,189556,5592
9319,607,1044,192268,5614
9340,603,1007,193722,5633
9361,573,961,195434,5650
9382,557,947,196477,5660
9403,405,930,197233,5663
9424,299,920,197991,5667
9445,411,894,198783,5689
9466,603,840,200401,5699
9487,443,808,201089,5709
9508,493,778,202569,5720
9529,350,766,203650,5737
9550,238,720,204225,5739
9571,378,699,204507,5747
9592,372,668,205280,5758
9613,375,639,206524,5778
9634,383,616,207262,5798
9655,418,585,208396,5807
9676,385,574,209401,5814
9697,348,549,209849,5819
9718,258,534,210050,5827
9739,326,507,210808,5839
9760,289,468,211871,5855
9781,254,459,212057,5858
9802,337,454,212834,5863
9823,234,441,213483,5871
9844,275,426,213680,5873
9865,156,435,213921,5876
9886,337,410,214423,5888
9907,320,404,215125,5890
9928,284,400,215367,5893
9949,273,375,216133,5897
9970,263,369,216559,5900
9991,183,357,216713,5905
10012,163,358,216960,5912
10033,200,343,217416,5920
10054,168,328,217940,5928
10075,228,318,218270,5928
10096,170,289,218636,5931
10117,183,268,218901,5936
10138,135,265,219091,5936
10159,85,262,219225,5938
10180,133,251,219651,5945
10201,158,231,220104,5951
10222,119,212,220372,5957
10243,67,198,220755,5963
10264,111,186,220924,5964
10285,111,185,221038,5965
10306,84,195,221138,5965
10327,99,186,221360,5967
10348,142,175,221695,5970
10369,137,169,221974,5974
10390,115,173,222244,5979
10411,134,162,222428,5979
10432,102,158,222640,5981
10453,58,157,222683,5981
10474,144,155,222923,5985
10495,109,148,223151,5987
10516,219,148,223270,5987
