,newinfections,hospitalized,recovered,deceased
13396,8,7,11872,478
13417,68,11,11898,478
13438,36,13,11911,478
13459,83,15,11920,479
13480,46,16,11941,479
13501,45,16,11951,479
13522,65,19,11985,479
13543,10,21,11997,479
13564,89,22,12038,479
13585,29,30,12069,479
13606,99,29,12104,479
13627,48,26,12168,480
13648,67,24,12215,480
13669,24,22,12233,480
13690,35,20,12251,481
13711,57,21,12336,481
13732,60,23,12399,482
13753,39,25,12425,482
13774,26,24,12479,482
13795,85,21,12552,483
13816,83,21,12623,483
13837,4,22,12622,483
13858,103,23,12681,483
13879,62,20,12713,485
13900,52,20,12801,487
13921,83,20,12842,487
13942,92,22,12875,487
13963,42,24,12941,487
13984,40,23,12956,487
14005,109,24,13000,487
14026,67,24,13063,487
14047,154,22,13119,487
14068,78,26,13134,487
14089,217,27,13231,487
14110,29,31,13238,487
14131,93,33,13342,487
14152,253,31,13451,487
14173,229,30,13473,487
14194,295,31,13488,488
14215,350,37,13574,488
14236,383,35,13607,488
14257,117,39,13610,488
14278,296,48,13668,488
14299,468,51,13878,488
14320,630,50,13943,489
14341,551,47,14022,491
14362,383,47,14257,491
14383,682,48,14683,491
14404,443,51,14779,491
14425,450,52,14954,491
14446,671,59,15606,491
14467,622,56,15854,492
14488,574,60,16120,493
14509,587,69,16560,494
14530,440,75,17065,495
14551,461,76,17422,495
14572,172,77,17629,496
14593,526,84,18493,497
14614,522,82,18800,498
14635,540,84,19149,499
14656,444,82,19669,499
14677,427,82,20207,499
14698,331,83,20506,500
14719,124,88,20697,500
14740,480,83,21572,500
14761,378,80,21964,502
14782,326,79,22628,504
14803,344,76,23086,505
14824,290,72,23390,505
14845,208,65,23586,506
14866,56,71,23972,507
14887,303,71,24412,508
14908,185,62,25302,510
14929,149,61,25475,510
14950,147,56,25626,512
14971,149,57,26059,512
14992,123,53,26155,512
15013,37,52,26430,512
15034,155,52,27058,513
15055,96,55,27367,513
15076,109,52,27598,514
15097,61,45,27853,514
15118,56,44,27990,514
15139,68,44,28122,514
15160,9,44,28236,514
15181,93,42,28486,515
15202,71,38,28622,516
15223,49,37,28715,516
15244,46,33,28842,517
15265,53,28,28961,517
15286,45,28,29049,517
15307,11,29,29100,518
15328,80,35,29247,518
15349,51,32,29321,518
15370,39,35,29360,518
15391,42,35,29422,519
15412,26,34,29472,519
15433,0,34,29472,519
15454,40,28,29534,519
15475,52,23,29622,520
15496,40,21,29685,520
15517,25,20,29724,521
15538,45,17,29775,522
15559,59,16,29813,522
15580,35,15,29825,522
15601,20,16,29864,522
15622,83,18,29925,522
15643,45,16,29966,522
15664,29,17,29987,522
15685,33,16,30046,522
15706,41,23,30073,522
15727,29,22,30080,522
15748,5,20,30085,522
15769,101,17,30140,522
15790,71,14,30161,522
15811,76,16,30174,522
15832,62,16,30216,522
15853,48,14,30242,522
15874,46,16,30251,522
15895,17,19,30286,522
15916,89,18,30410,523
15937,70,15,30544,523
15958,62,15,30578,524
15979,77,14,30631,524
16000,70,13,30657,524
16021,50,16,30665,524
16042,23,18,30727,524
16063,94,20,30796,524
16084,53,19,30846,525
16105,61,20,30884,525
16126,67,21,30952,525
16147,64,20,30959,525
16168,62,21,31040,526
16189,15,27,31105,526
16210,116,25,31296,526
16231,90,21,31387,527
16252,79,17,31425,527
16273,69,16,31474,527
16294,62,14,31531,527
16315,78,15,31552,527
16336,21,19,31618,527
16357,159,19,31731,527
16378,96,17,31799,527
16399,97,17,31847,527
16420,76,17,31906,527
16441,104,17,31958,528
16462,97,21,32045,528
16483,21,22,32080,528
16504,33,23,32129,528
16525,169,18,32211,529
16546,117,21,32379,529
16567,100,22,32473,529
16588,110,20,32534,529
16609,73,21,32633,529
16630,20,19,32643,530
16651,49,18,32671,531
16672,135,23,32779,533
16693,91,19,32913,533
16714,82,21,32941,533
16735,77,17,32961,533
16756,59,21,32995,533
16777,18,25,33216,533
16798,118,26,33289,533
16819,70,27,33329,533
