,newinfections,hospitalized,recovered,deceased
11201,525,318,811541,33843
11222,768,329,812316,33845
11243,679,329,813023,33847
11264,661,332,813719,33852
11285,676,353,814493,33856
11306,333,350,814814,33857
11327,138,351,815154,33860
11348,374,359,815646,33862
11369,671,358,816623,33869
11390,627,351,817251,33872
11411,504,355,818163,33875
11432,540,360,818746,33878
11453,406,352,819036,33880
11474,200,363,819181,33880
11495,518,374,819657,33887
11516,605,383,820604,33892
11537,758,381,821302,33898
11558,601,377,822014,33901
11579,540,373,822527,33909
11600,447,377,822770,33914
11621,140,389,822887,33915
11642,723,398,824764,33917
11663,688,405,825379,33923
11684,656,398,825993,33927
11705,647,403,826742,33929
11726,577,409,827102,33931
11747,404,423,827301,33933
11768,177,431,827540,33936
11789,510,438,827956,33937
11810,655,441,828822,33943
11831,663,453,829388,33945
11852,594,450,830073,33947
11873,596,461,830524,33950
11894,449,472,830855,33953
11915,220,478,831029,33956
11936,435,496,831563,33962
11957,628,494,832316,33968
11978,573,494,833043,33977
11999,360,486,833471,33979
12020,765,495,833938,33981
12041,348,487,834218,33982
12062,150,498,834340,33983
12083,472,499,834822,33992
12104,450,480,835608,33996
12125,443,473,836216,33999
12146,488,474,836903,34004
12167,478,459,837341,34012
12188,304,440,837549,34022
12209,136,451,837671,34026
12230,345,449,838179,34032
12251,438,442,838938,34037
12272,401,437,839621,34041
12293,381,426,840138,34049
12314,361,423,840585,34050
12335,328,416,840761,34054
12356,106,403,840851,34060
12377,288,417,841398,34067
12398,449,414,842201,34069
12419,295,412,842684,34075
12440,293,394,843216,34078
12461,284,396,843472,34083
12482,278,387,843691,34085
12503,87,380,843761,34090
12524,306,389,844181,34093
12545,307,374,844950,34098
12566,273,354,845440,34108
12587,288,353,845846,34112
12608,432,342,846136,34112
12629,297,341,846339,34114
12650,112,340,846441,34119
12671,412,336,846708,34126
12692,457,335,847356,34130
12713,383,329,847714,34131
12734,381,325,848232,34135
12755,390,330,848512,34137
12776,393,324,848709,34141
12797,119,328,848810,34142
12818,498,350,849066,34145
12839,513,360,849533,34145
12860,570,345,849974,34148
12881,510,343,850318,34152
12902,574,346,850636,34155
12923,474,339,850804,34159
12944,186,333,850923,34162
12965,213,341,850962,34162
12986,682,366,851450,34172
13007,745,379,851969,34187
13028,840,384,852499,34194
13049,823,379,852851,34198
13070,715,385,853094,34201
13091,294,394,853159,34201
13112,849,426,853561,34205
13133,1073,444,854192,34210
13154,1066,454,854818,34216
13175,1103,483,855389,34222
13196,1237,481,855802,34235
13217,1020,491,856017,34240
13238,506,510,856141,34243
13259,1409,575,856227,34248
13280,1858,609,857411,34261
13301,1705,640,858153,34269
13322,1735,680,858910,34273
13343,1930,714,859436,34278
13364,1431,727,859759,34280
13385,662,751,859851,34291
13406,1668,803,861181,34298
13427,2207,801,862265,34311
13448,2302,814,863102,34323
13469,2209,848,864094,34330
13490,1926,864,864889,34344
13511,2493,880,865461,34349
13532,851,916,865564,34357
13553,2223,951,866838,34372
13574,2503,995,868430,34396
13595,2620,1004,868577,34413
13616,2809,1026,870664,34428
13637,2990,1045,872025,34447
13658,2628,1079,872791,34455
13679,1005,1111,873008,34470
13700,2783,1175,875277,34479
13721,3373,1202,876398,34504
13742,1486,1220,877139,34524
13763,3474,1263,879556,34545
13784,4024,1272,880723,34566
13805,3278,1251,881680,34576
13826,1339,1278,882090,34599
13847,3830,1331,885346,34619
